wfood;wfuel;wcloth;wacl;wtrans;wother;totexp;income;age;nk;food;fuel;cloth;alc;trans;other
0.347;0.0777;0.2443;0.0188;0.1369;0.1753;120;150;32;2;41.64;9.324;29.316;2.256;16.428;21.036
0.2976;0.0752;0.0616;0.0381;0.2159;0.3116;70;100;27;2;20.832;5.264;4.312;2.667;15.113;21.812
0.4604;0.0726;0.0602;0.1704;0.0869;0.1495;160;150;38;2;73.664;11.616;9.632;27.264;13.904;23.92
0.3593;0.1227;0.1741;0.0169;0.1723;0.1547;120;210;34;2;43.116;14.724;20.892;2.028;20.676;18.564
0.3095;0.064;0.2704;0.0105;0.1488;0.1968;100;150;34;2;30.95;6.4;27.04;1.05;14.88;19.68
0.4232;0.0914;0.1163;0.0218;0.0929;0.2544;100;160;33;2;42.32;9.14;11.63;2.18;9.29;25.44
0.3826;0.0921;0.0387;0;0.3189;0.1676;80;80;42;2;30.608;7.368;3.096;0;25.512;13.408
0.077;0.0391;0.1991;0.0164;0.2175;0.4509;190;170;39;1;14.63;7.429;37.829;3.116;41.325;85.671
0.3304;0.0801;0.0239;0.0072;0.0879;0.4705;90;130;31;2;29.736;7.209;2.151;0.648;7.911;42.345
0.3945;0.1268;0.0213;0.1818;0.0142;0.2615;70;90;32;1;27.615;8.876;1.491;12.726;0.994;18.305
0.2051;0.0407;0.3842;0.0424;0.2103;0.1172;110;140;30;1;22.561;4.477;42.262;4.664;23.133;12.892
0.389;0.0388;0.1591;0.002;0.1185;0.2926;170;150;45;1;66.13;6.596;27.047;0.34;20.145;49.742
0.4323;0.1089;0.0322;0.1134;0.1361;0.1771;90;160;38;2;38.907;9.801;2.898;10.206;12.249;15.939
0.5111;0.1037;0.0579;0.0049;0.0897;0.2327;70;150;38;2;35.777;7.259;4.053;0.343;6.279;16.289
0.3492;0.1589;0.1565;0.0121;0.003;0.3203;80;80;28;2;27.936;12.712;12.52;0.968;0.24;25.624
0.1279;0.0662;0.0561;0.0721;0.4114;0.2662;110;90;25;2;14.069;7.282;6.171;7.931;45.254;29.282
0.3985;0.0683;0.2043;0.0395;0.075;0.2145;110;110;28;2;43.835;7.513;22.473;4.345;8.25;23.595
0.4766;0.0965;0.0713;0.1391;0.0413;0.1753;60;140;33;2;28.596;5.79;4.278;8.346;2.478;10.518
0.3876;0.1107;0.0043;0.0478;0.1975;0.2522;90;130;32;2;34.884;9.963;0.387;4.302;17.775;22.698
0.2218;0.071;0.1927;0;0.1256;0.3888;130;220;49;1;28.834;9.23;25.051;0;16.328;50.544
0.4682;0.1085;0.1074;0;0.1094;0.2066;70;130;46;2;32.774;7.595;7.518;0;7.658;14.462
0.2687;0.0401;0.0854;0.0068;0.1632;0.4358;130;210;44;2;34.931;5.213;11.102;0.884;21.216;56.654
0.3571;0.0417;0.0861;0.2384;0.0776;0.1992;100;170;40;2;35.71;4.17;8.61;23.84;7.76;19.92
0.5424;0.1478;0;0.0258;0.0493;0.2346;60;150;36;2;32.544;8.868;0;1.548;2.958;14.076
0.3819;0.1721;0;0.0354;0.1408;0.2699;90;160;32;2;34.371;15.489;0;3.186;12.672;24.291
0.3829;0.0826;0.0691;0.1049;0.2393;0.1212;90;220;40;2;34.461;7.434;6.219;9.441;21.537;10.908
0.2254;0.0772;0.1442;0.0216;0.4372;0.0944;90;100;34;2;20.286;6.948;12.978;1.944;39.348;8.496
0.4335;0.1103;0.1295;0;0.1382;0.1884;110;150;36;2;47.685;12.133;14.245;0;15.202;20.724
0.451;0.0482;0;0;0.1739;0.3269;60;200;49;1;27.06;2.892;0;0;10.434;19.614
0.1715;0.0914;0.0086;0.0037;0.5517;0.1731;80;120;38;2;13.72;7.312;0.688;0.296;44.136;13.848
0.3712;0.0756;0.1283;0.1212;0.1112;0.1925;140;190;42;2;51.968;10.584;17.962;16.968;15.568;26.95
0.3819;0.2002;0.0231;0.0377;0.1824;0.1746;60;90;36;2;22.914;12.012;1.386;2.262;10.944;10.476
0.3742;0.1048;0.0172;0.1278;0.0988;0.2772;90;120;32;2;33.678;9.432;1.548;11.502;8.892;24.948
0.3422;0.0881;0.0267;0.0205;0.3155;0.207;110;240;44;2;37.642;9.691;2.937;2.255;34.705;22.77
0.3338;0.1877;0.0623;0.0155;0.1417;0.2589;110;210;43;1;36.718;20.647;6.853;1.705;15.587;28.479
0.3414;0.0965;0.1982;0.0053;0.0036;0.355;170;120;37;2;58.038;16.405;33.694;0.901;0.612;60.35
0.2177;0.076;0.0851;0.0416;0.4806;0.099;170;110;34;2;37.009;12.92;14.467;7.072;81.702;16.83
0.3912;0.0902;0.1302;0.0147;0.1415;0.2322;90;110;29;2;35.208;8.118;11.718;1.323;12.735;20.898
0.357;0.0476;0.0353;0.0762;0.3546;0.1293;120;110;32;1;42.84;5.712;4.236;9.144;42.552;15.516
0.4808;0.0722;0.1034;0.0242;0.1744;0.145;80;130;33;2;38.464;5.776;8.272;1.936;13.952;11.6
0.4626;0.08;0.1111;0.027;0.1642;0.1551;80;130;36;1;37.008;6.4;8.888;2.16;13.136;12.408
0.4229;0.0643;0.0678;0.1297;0.0316;0.2836;120;180;40;2;50.748;7.716;8.136;15.564;3.792;34.032
0.3094;0.0994;0.0197;0;0.4296;0.1418;110;130;43;2;34.034;10.934;2.167;0;47.256;15.598
0.2119;0.0879;0.0337;0.0234;0.2536;0.3896;110;220;52;1;23.309;9.669;3.707;2.574;27.896;42.856
0.4931;0.1179;0.0048;0;0.2199;0.1643;60;110;36;2;29.586;7.074;0.288;0;13.194;9.858
0.3017;0.0929;0.1665;0.0586;0.162;0.2182;120;120;36;2;36.204;11.148;19.98;7.032;19.44;26.184
0.4722;0.191;0.0416;0.022;0.1072;0.1661;60;90;35;2;28.332;11.46;2.496;1.32;6.432;9.966
0.2732;0.0939;0.0656;0.0498;0.3905;0.1271;90;200;43;2;24.588;8.451;5.904;4.482;35.145;11.439
0.309;0.0615;0.1603;0.0909;0.1233;0.255;90;90;38;2;27.81;5.535;14.427;8.181;11.097;22.95
0.4695;0.1164;0.0698;0;0.1862;0.1581;110;70;54;2;51.645;12.804;7.678;0;20.482;17.391
0.3069;0.3324;0.02;0;0.0821;0.2586;80;100;46;1;24.552;26.592;1.6;0;6.568;20.688
0.3291;0.078;0.0907;0;0.187;0.3152;120;200;40;2;39.492;9.36;10.884;0;22.44;37.824
0.4692;0.0924;0.0935;0.1;0.0051;0.2398;50;80;37;1;23.46;4.62;4.675;5;0.255;11.99
0.3116;0.0618;0.0947;0.1231;0;0.4088;70;340;53;1;21.812;4.326;6.629;8.617;0;28.616
0.2644;0.0385;0.0988;0.0607;0.2528;0.2849;160;220;38;2;42.304;6.16;15.808;9.712;40.448;45.584
0.3747;0.1457;0.1147;0.0307;0.0913;0.2427;50;80;25;1;18.735;7.285;5.735;1.535;4.565;12.135
0.4134;0.0515;0.3009;0.0957;0.0354;0.1031;80;60;27;1;33.072;4.12;24.072;7.656;2.832;8.248
0.3486;0.0607;0.1472;0.0596;0.1354;0.2485;90;110;35;2;31.374;5.463;13.248;5.364;12.186;22.365
0.2644;0.0597;0.3911;0;0.192;0.0928;130;150;50;2;34.372;7.761;50.843;0;24.96;12.064
0.2894;0.0543;0.1041;0.0545;0.1387;0.359;90;200;38;1;26.046;4.887;9.369;4.905;12.483;32.31
0.1981;0.0427;0.0277;0.0416;0.3532;0.3367;300;310;37;2;59.43;12.81;8.31;12.48;105.96;101.01
0.1516;0.0637;0.1816;0.0447;0.2367;0.3217;140;180;31;1;21.224;8.918;25.424;6.258;33.138;45.038
0.3772;0.0313;0.1376;0.0838;0.011;0.359;170;630;41;2;64.124;5.321;23.392;14.246;1.87;61.03
0.5094;0.1056;0.0396;0;0.1548;0.1907;90;100;46;1;45.846;9.504;3.564;0;13.932;17.163
0.2707;0.0569;0.0288;0.0452;0.1362;0.4623;60;80;24;1;16.242;3.414;1.728;2.712;8.172;27.738
0.4396;0.0955;0.0742;0.0571;0.0483;0.2853;80;90;32;2;35.168;7.64;5.936;4.568;3.864;22.824
0.3357;0.1497;0.127;0.0228;0.1175;0.2474;50;20;25;1;16.785;7.485;6.35;1.14;5.875;12.37
0.224;0.0532;0;0.0363;0.5621;0.1244;130;150;33;2;29.12;6.916;0;4.719;73.073;16.172
0.4503;0.1078;0.0619;0.0696;0.1552;0.1551;60;90;35;2;27.018;6.468;3.714;4.176;9.312;9.306
0.2651;0.2449;0.0832;0.034;0.1153;0.2575;70;140;36;2;18.557;17.143;5.824;2.38;8.071;18.025
0.4231;0.0595;0.1752;0.0685;0.0599;0.2139;90;160;37;2;38.079;5.355;15.768;6.165;5.391;19.251
0.4537;0.0845;0.0072;0.046;0.2416;0.167;70;140;33;2;31.759;5.915;0.504;3.22;16.912;11.69
0.5979;0.1395;0;0.1465;0.0043;0.1118;80;130;30;2;47.832;11.16;0;11.72;0.344;8.944
0.3424;0.073;0.2805;0.0504;0.0703;0.1833;110;140;45;2;37.664;8.03;30.855;5.544;7.733;20.163
0.2406;0.0875;0.1672;0.081;0.1682;0.2555;100;110;36;1;24.06;8.75;16.72;8.1;16.82;25.55
0.4097;0.2023;0.0081;0.0431;0.0985;0.2382;120;130;38;2;49.164;24.276;0.972;5.172;11.82;28.584
0.4041;0.1017;0.1357;0;0.1077;0.2508;90;180;43;2;36.369;9.153;12.213;0;9.693;22.572
0.4421;0.0934;0.0348;0.0293;0.1236;0.2769;60;90;29;2;26.526;5.604;2.088;1.758;7.416;16.614
0.445;0.0389;0.1628;0;0.1563;0.1969;100;130;45;2;44.5;3.89;16.28;0;15.63;19.69
0.2998;0.1014;0.3721;0.0431;0.0456;0.138;80;60;22;1;23.984;8.112;29.768;3.448;3.648;11.04
0.503;0.1387;0.0625;0.1003;0.0165;0.1789;180;240;36;2;90.54;24.966;11.25;18.054;2.97;32.202
0.3947;0.0785;0.1381;0.035;0.0107;0.3429;110;130;36;2;43.417;8.635;15.191;3.85;1.177;37.719
0.438;0.1296;0.1706;0.0756;0.1061;0.08;90;70;27;2;39.42;11.664;15.354;6.804;9.549;7.2
0.373;0.0627;0;0;0.2838;0.2804;50;70;28;1;18.65;3.135;0;0;14.19;14.02
0.3005;0.025;0.0403;0.0446;0.1516;0.438;100;120;37;2;30.05;2.5;4.03;4.46;15.16;43.8
0.3724;0.056;0.1397;0.0243;0.2633;0.1443;120;160;34;2;44.688;6.72;16.764;2.916;31.596;17.316
0.3032;0.0649;0.0985;0.1331;0.1535;0.2468;150;300;32;2;45.48;9.735;14.775;19.965;23.025;37.02
0.3258;0.0674;0.3093;0;0.146;0.1516;80;120;33;2;26.064;5.392;24.744;0;11.68;12.128
0.3738;0.0561;0.2034;0;0.001;0.3657;100;150;39;2;37.38;5.61;20.34;0;0.1;36.57
0.3774;0.074;0.0689;0.0593;0.1745;0.2459;80;160;32;2;30.192;5.92;5.512;4.744;13.96;19.672
0.4214;0.0741;0.1126;0.1435;0.1009;0.1475;120;200;30;2;50.568;8.892;13.512;17.22;12.108;17.7
0.1652;0.1058;0.2445;0.0692;0.1938;0.2214;60;150;38;2;9.912;6.348;14.67;4.152;11.628;13.284
0.3073;0.0243;0.0195;0.3347;0.0357;0.2785;100;70;20;1;30.73;2.43;1.95;33.47;3.57;27.85
0.4082;0.05;0.0237;0;0.1043;0.4138;80;80;29;1;32.656;4;1.896;0;8.344;33.104
0.4034;0.1037;0.044;0.2025;0.0055;0.2409;80;110;35;2;32.272;8.296;3.52;16.2;0.44;19.272
0.2936;0.0778;0.2673;0.0068;0.1835;0.1709;90;140;54;1;26.424;7.002;24.057;0.612;16.515;15.381
0.3067;0.0881;0.0083;0.0449;0.2721;0.2799;90;80;35;2;27.603;7.929;0.747;4.041;24.489;25.191
0.3667;0.0728;0.057;0.1365;0.0748;0.2921;90;130;31;2;33.003;6.552;5.13;12.285;6.732;26.289
0.3359;0.0839;0;0.022;0.1551;0.403;60;100;37;2;20.154;5.034;0;1.32;9.306;24.18
0.3606;0.058;0.0546;0.071;0.3594;0.0963;100;160;49;1;36.06;5.8;5.46;7.1;35.94;9.63
0.3023;0.0542;0.011;0.0429;0.0427;0.5469;80;200;27;1;24.184;4.336;0.88;3.432;3.416;43.752
0.4051;0.063;0.2702;0.0257;0.1069;0.1291;90;150;39;1;36.459;5.67;24.318;2.313;9.621;11.619
0.2203;0.0165;0.3519;0.078;0.0963;0.237;170;200;36;2;37.451;2.805;59.823;13.26;16.371;40.29
0.3527;0.0719;0.1101;0.0731;0.1037;0.2885;90;150;53;2;31.743;6.471;9.909;6.579;9.333;25.965
0.3168;0.0388;0.0079;0;0.5158;0.1207;100;270;35;2;31.68;3.88;0.79;0;51.58;12.07
0.3806;0.0673;0.107;0.0131;0.1612;0.2707;70;100;35;2;26.642;4.711;7.49;0.917;11.284;18.949
0.4555;0.0807;0.0944;0.0858;0.0055;0.2782;150;80;31;2;68.325;12.105;14.16;12.87;0.825;41.73
0.5201;0.0818;0.0324;0.1125;0.0077;0.2454;60;120;43;1;31.206;4.908;1.944;6.75;0.462;14.724
0.4013;0.0768;0.1894;0.1067;0.0409;0.1849;70;100;24;2;28.091;5.376;13.258;7.469;2.863;12.943
0.2401;0.0408;0.2239;0.0528;0.1849;0.2575;100;110;34;1;24.01;4.08;22.39;5.28;18.49;25.75
0.2394;0.0369;0.1534;0.0514;0.257;0.2619;130;190;26;1;31.122;4.797;19.942;6.682;33.41;34.047
0.2365;0.071;0.0995;0.0234;0.1571;0.4126;70;100;32;1;16.555;4.97;6.965;1.638;10.997;28.882
0.3211;0.2013;0.0888;0.0066;0.0614;0.3207;80;110;43;1;25.688;16.104;7.104;0.528;4.912;25.656
0.3045;0.0343;0.129;0.0359;0.1698;0.3266;80;120;31;1;24.36;2.744;10.32;2.872;13.584;26.128
0.4012;0.1697;0.1075;0.0358;0.0899;0.196;60;90;26;2;24.072;10.182;6.45;2.148;5.394;11.76
0.3633;0.0615;0.1035;0.0731;0.0458;0.3528;70;60;29;2;25.431;4.305;7.245;5.117;3.206;24.696
0.3259;0.0509;0.0878;0.1165;0.2;0.2189;150;140;30;2;48.885;7.635;13.17;17.475;30;32.835
0.1937;0.0654;0.5035;0.0243;0.0443;0.1688;180;80;44;1;34.866;11.772;90.63;4.374;7.974;30.384
0.3612;0.0315;0.0812;0.165;0.0595;0.3015;120;140;37;2;43.344;3.78;9.744;19.8;7.14;36.18
0.3809;0.1068;0.0444;0.137;0.0399;0.291;70;120;37;2;26.663;7.476;3.108;9.59;2.793;20.37
0.367;0.1038;0;0.0317;0.2194;0.2782;70;100;23;1;25.69;7.266;0;2.219;15.358;19.474
0.5025;0.1038;0.0123;0.0616;0.053;0.2668;70;100;28;2;35.175;7.266;0.861;4.312;3.71;18.676
0.1715;0.0904;0.2948;0.0153;0.1252;0.3028;80;140;43;2;13.72;7.232;23.584;1.224;10.016;24.224
0.1256;0.0467;0.0691;0.1513;0.261;0.3463;150;120;24;1;18.84;7.005;10.365;22.695;39.15;51.945
0.403;0.0838;0.0572;0.154;0.0392;0.2629;90;190;54;1;36.27;7.542;5.148;13.86;3.528;23.661
0.2176;0.1407;0.021;0.1223;0.0768;0.4216;70;120;28;2;15.232;9.849;1.47;8.561;5.376;29.512
0.253;0.0331;0.0625;0.0036;0.0968;0.5509;130;130;32;2;32.89;4.303;8.125;0.468;12.584;71.617
0.3166;0.0477;0.1818;0;0.189;0.2648;120;120;36;2;37.992;5.724;21.816;0;22.68;31.776
0.5307;0.032;0.1027;0;0.1853;0.1493;110;120;37;2;58.377;3.52;11.297;0;20.383;16.423
0.491;0.0365;0.1743;0.0441;0.0943;0.1599;50;80;42;1;24.55;1.825;8.715;2.205;4.715;7.995
0.3612;0.1454;0.0275;0.0185;0.1652;0.2821;50;90;23;1;18.06;7.27;1.375;0.925;8.26;14.105
0.4214;0.0706;0.1977;0.0614;0.0945;0.1544;60;90;31;1;25.284;4.236;11.862;3.684;5.67;9.264
0.3333;0.1205;0.0677;0.0388;0.0847;0.3551;90;200;39;2;29.997;10.845;6.093;3.492;7.623;31.959
0.4819;0.0923;0.042;0.1029;0.0635;0.2174;90;190;44;2;43.371;8.307;3.78;9.261;5.715;19.566
0.2777;0.0359;0.3106;0.1864;0.0375;0.1519;110;190;25;1;30.547;3.949;34.166;20.504;4.125;16.709
0.4707;0.1032;0;0.0397;0.2531;0.1333;110;140;36;2;51.777;11.352;0;4.367;27.841;14.663
0.2861;0.037;0.1211;0;0.3218;0.2341;90;100;32;2;25.749;3.33;10.899;0;28.962;21.069
0.2463;0.0699;0.1125;0.089;0.0972;0.3851;100;90;38;1;24.63;6.99;11.25;8.9;9.72;38.51
0.4736;0.0894;0.11;0.1199;0.0648;0.1424;40;100;26;1;18.944;3.576;4.4;4.796;2.592;5.696
0.1911;0.0317;0.0036;0.0298;0.0792;0.6646;170;140;26;1;32.487;5.389;0.612;5.066;13.464;112.982
0.5053;0.026;0.0623;0.0514;0.1031;0.2519;100;100;32;2;50.53;2.6;6.23;5.14;10.31;25.19
0.1949;0;0.4381;0;0.0401;0.327;120;100;43;2;23.388;0;52.572;0;4.812;39.24
0.2453;0.1009;0.0248;0.0774;0.3584;0.1932;70;110;28;1;17.171;7.063;1.736;5.418;25.088;13.524
0.2936;0.1241;0.0477;0.1323;0.0559;0.3464;60;100;23;2;17.616;7.446;2.862;7.938;3.354;20.784
0.4156;0.1822;0.0668;0;0.1198;0.2156;60;110;34;2;24.936;10.932;4.008;0;7.188;12.936
0.6327;0.1608;0;0;0.0746;0.1318;30;70;24;1;18.981;4.824;0;0;2.238;3.954
0.3829;0.0597;0.0536;0.0644;0.0912;0.3482;80;70;28;2;30.632;4.776;4.288;5.152;7.296;27.856
0.3735;0.2052;0.021;0.1556;0.0458;0.1989;40;60;24;1;14.94;8.208;0.84;6.224;1.832;7.956
0.2378;0.0782;0.0396;0.0568;0.2725;0.3152;120;170;40;1;28.536;9.384;4.752;6.816;32.7;37.824
0.2614;0.0511;0.0493;0.192;0.2115;0.2347;90;150;31;1;23.526;4.599;4.437;17.28;19.035;21.123
0.2068;0.0148;0.362;0.0407;0.0154;0.3603;260;100;25;2;53.768;3.848;94.12;10.582;4.004;93.678
0.323;0.0967;0.2331;0.0436;0.1476;0.1561;50;80;26;1;16.15;4.835;11.655;2.18;7.38;7.805
0.3945;0.072;0.1566;0.1004;0.0042;0.2722;120;120;32;2;47.34;8.64;18.792;12.048;0.504;32.664
0.537;0.0755;0.009;0.0334;0.1175;0.2276;90;130;34;1;48.33;6.795;0.81;3.006;10.575;20.484
0.4944;0.0629;0.1053;0.0271;0.0276;0.2826;120;160;34;2;59.328;7.548;12.636;3.252;3.312;33.912
0.4383;0.1124;0.1557;0.0537;0.0077;0.2322;60;160;38;1;26.298;6.744;9.342;3.222;0.462;13.932
0.3391;0.0602;0.0791;0.0548;0.052;0.4147;60;80;45;1;20.346;3.612;4.746;3.288;3.12;24.882
0.4608;0.1252;0.1404;0.0031;0.107;0.1634;100;110;39;2;46.08;12.52;14.04;0.31;10.7;16.34
0.2041;0.1263;0.2086;0.074;0.2342;0.1529;200;190;33;2;40.82;25.26;41.72;14.8;46.84;30.58
0.3204;0.2993;0.041;0.0181;0.1367;0.1845;110;210;36;2;35.244;32.923;4.51;1.991;15.037;20.295
0.405;0.08;0.1234;0.044;0.1818;0.1658;100;140;35;2;40.5;8;12.34;4.4;18.18;16.58
0.2369;0.1417;0.1163;0.0412;0.0262;0.4377;130;250;35;2;30.797;18.421;15.119;5.356;3.406;56.901
0.2333;0.0435;0.217;0.0747;0.2362;0.1952;130;130;24;1;30.329;5.655;28.21;9.711;30.706;25.376
0.4344;0.025;0.1714;0.0174;0.1438;0.2079;80;100;42;1;34.752;2;13.712;1.392;11.504;16.632
0.2917;0.0711;0.1611;0.1225;0.0243;0.3294;120;90;34;2;35.004;8.532;19.332;14.7;2.916;39.528
0.3562;0.1363;0.0781;0.0185;0.1452;0.2657;40;110;31;2;14.248;5.452;3.124;0.74;5.808;10.628
0.2675;0.1279;0.0783;0.0658;0.0705;0.3901;130;230;32;1;34.775;16.627;10.179;8.554;9.165;50.713
0.4811;0.0494;0;0.0672;0.1241;0.2781;70;80;45;1;33.677;3.458;0;4.704;8.687;19.467
0.429;0.0506;0.2178;0.0072;0.0093;0.286;90;140;42;1;38.61;4.554;19.602;0.648;0.837;25.74
0.5094;0.0714;0.169;0.0174;0.0706;0.1622;60;130;32;2;30.564;4.284;10.14;1.044;4.236;9.732
0.3327;0.0477;0.0141;0.0242;0.3054;0.2759;70;100;32;2;23.289;3.339;0.987;1.694;21.378;19.313
0.5056;0.0556;0.1072;0.0766;0.0005;0.2546;80;110;23;2;40.448;4.448;8.576;6.128;0.04;20.368
0.3406;0.0859;0.0671;0.0108;0.1887;0.3069;190;120;50;1;64.714;16.321;12.749;2.052;35.853;58.311
0.2111;0.0569;0.1516;0.0999;0.0886;0.3919;110;120;23;1;23.221;6.259;16.676;10.989;9.746;43.109
0.3088;0.074;0.3622;0.0317;0.046;0.1773;100;200;42;2;30.88;7.4;36.22;3.17;4.6;17.73
0.432;0.0656;0.2153;0.0195;0.0079;0.2597;90;90;58;1;38.88;5.904;19.377;1.755;0.711;23.373
0.3553;0.1286;0.0038;0.268;0.0217;0.2225;50;90;28;1;17.765;6.43;0.19;13.4;1.085;11.125
0.5568;0.0762;0.0845;0;0;0.2826;80;300;38;2;44.544;6.096;6.76;0;0;22.608
0.5186;0.0885;0.004;0;0.1945;0.1944;60;70;40;2;31.116;5.31;0.24;0;11.67;11.664
0.2933;0.0683;0;0.0486;0.0655;0.5242;60;130;34;2;17.598;4.098;0;2.916;3.93;31.452
0.3667;0.0421;0.0573;0.0488;0.2264;0.2587;100;130;29;2;36.67;4.21;5.73;4.88;22.64;25.87
0.2668;0.1284;0.1859;0.1016;0.0422;0.2752;80;120;38;2;21.344;10.272;14.872;8.128;3.376;22.016
0.531;0.0876;0.1162;0;0.1282;0.1369;70;130;27;1;37.17;6.132;8.134;0;8.974;9.583
0.5669;0.1249;0;0;0.0116;0.2967;40;80;48;1;22.676;4.996;0;0;0.464;11.868
0.3578;0.2457;0.0381;0.1459;0.019;0.1935;100;110;31;1;35.78;24.57;3.81;14.59;1.9;19.35
0.3795;0.0547;0.0642;0.0592;0.2133;0.2291;80;100;31;2;30.36;4.376;5.136;4.736;17.064;18.328
0.3978;0.0456;0.2645;0.0478;0.0679;0.1764;100;120;44;2;39.78;4.56;26.45;4.78;6.79;17.64
0.3371;0.1275;0.1988;0.0515;0.0473;0.2379;150;160;26;2;50.565;19.125;29.82;7.725;7.095;35.685
0.1984;0.0318;0.2198;0.1927;0.0696;0.2876;160;200;45;1;31.744;5.088;35.168;30.832;11.136;46.016
0.2973;0.0531;0.3612;0.0949;0.0764;0.117;90;130;22;2;26.757;4.779;32.508;8.541;6.876;10.53
0.3687;0.0592;0.024;0.1531;0.0596;0.3354;100;180;31;2;36.87;5.92;2.4;15.31;5.96;33.54
0.349;0.0443;0.0978;0.1178;0.1858;0.2054;120;90;23;2;41.88;5.316;11.736;14.136;22.296;24.648
0.3531;0.038;0.0996;0.0578;0.1254;0.3261;100;90;26;1;35.31;3.8;9.96;5.78;12.54;32.61
0.3684;0.0599;0.1653;0.157;0.0609;0.1884;130;150;34;1;47.892;7.787;21.489;20.41;7.917;24.492
0.4404;0.1064;0.0117;0.0442;0.1413;0.256;70;120;48;1;30.828;7.448;0.819;3.094;9.891;17.92
0.3243;0.115;0.0164;0.1933;0.1819;0.169;110;180;37;2;35.673;12.65;1.804;21.263;20.009;18.59
0.2477;0.0853;0.1303;0.0623;0.1207;0.3536;100;110;41;2;24.77;8.53;13.03;6.23;12.07;35.36
0.2044;0.075;0.0094;0.3288;0.1374;0.245;80;90;25;1;16.352;6;0.752;26.304;10.992;19.6
0.355;0.0764;0.052;0.0669;0.0912;0.3584;140;220;38;2;49.7;10.696;7.28;9.366;12.768;50.176
0.1344;0.0777;0.0251;0.0085;0.4146;0.3397;120;90;40;1;16.128;9.324;3.012;1.02;49.752;40.764
0.3549;0.0688;0.2327;0.0663;0.0248;0.2525;80;130;31;2;28.392;5.504;18.616;5.304;1.984;20.2
0.3851;0.0437;0.0824;0.177;0.1165;0.1952;100;110;27;1;38.51;4.37;8.24;17.7;11.65;19.52
0.2594;0.0519;0.2497;0.0935;0.0759;0.2696;100;110;24;1;25.94;5.19;24.97;9.35;7.59;26.96
0.4983;0.1359;0;0.1649;0.0779;0.123;80;330;38;2;39.864;10.872;0;13.192;6.232;9.84
0.2873;0.0501;0.1905;0.1992;0.0128;0.2601;90;120;29;1;25.857;4.509;17.145;17.928;1.152;23.409
0.1982;0.0388;0.1797;0.0843;0.1829;0.3161;130;160;40;2;25.766;5.044;23.361;10.959;23.777;41.093
0.396;0.0819;0.0646;0;0.0644;0.393;50;160;32;2;19.8;4.095;3.23;0;3.22;19.65
0.5154;0.0751;0.1574;0.0708;0.024;0.1572;80;90;37;2;41.232;6.008;12.592;5.664;1.92;12.576
0.2818;0.126;0.0267;0.1058;0.2232;0.2365;130;330;36;1;36.634;16.38;3.471;13.754;29.016;30.745
0.4256;0.0583;0.1614;0.0568;0.0037;0.2942;70;100;34;2;29.792;4.081;11.298;3.976;0.259;20.594
0.2599;0.0639;0.008;0;0.1401;0.5281;60;170;43;1;15.594;3.834;0.48;0;8.406;31.686
0.3318;0.0362;0.0991;0.0459;0.0745;0.4125;140;210;35;2;46.452;5.068;13.874;6.426;10.43;57.75
0.267;0.0558;0.0853;0.2148;0.046;0.3312;70;110;33;2;18.69;3.906;5.971;15.036;3.22;23.184
0.1752;0.058;0.132;0;0.2353;0.3996;70;70;37;1;12.264;4.06;9.24;0;16.471;27.972
0.2329;0.1222;0.0019;0.2824;0.0087;0.352;60;90;30;2;13.974;7.332;0.114;16.944;0.522;21.12
0.3741;0.0713;0.0503;0.2003;0.0739;0.2302;70;110;28;2;26.187;4.991;3.521;14.021;5.173;16.114
0.3428;0.1006;0.0386;0.0554;0.1629;0.2997;90;90;44;2;30.852;9.054;3.474;4.986;14.661;26.973
0.3339;0.0594;0.0062;0.0916;0.053;0.4559;100;150;33;2;33.39;5.94;0.62;9.16;5.3;45.59
0.3703;0.0537;0.1685;0.0568;0.0569;0.2937;70;150;38;1;25.921;3.759;11.795;3.976;3.983;20.559
0.191;0.0443;0.2202;0.0246;0.3163;0.2036;160;130;31;2;30.56;7.088;35.232;3.936;50.608;32.576
0.3376;0.065;0.0019;0.1911;0.1056;0.2987;110;130;39;2;37.136;7.15;0.209;21.021;11.616;32.857
0.199;0.0641;0.0408;0.2234;0.2612;0.2115;90;110;25;1;17.91;5.769;3.672;20.106;23.508;19.035
0.3864;0.0674;0.0306;0.2073;0.089;0.2193;90;160;35;2;34.776;6.066;2.754;18.657;8.01;19.737
0.2896;0.0637;0.1546;0.1317;0.1091;0.2513;70;140;38;1;20.272;4.459;10.822;9.219;7.637;17.591
0.23;0.2977;0.0285;0.0141;0.003;0.4268;70;130;36;2;16.1;20.839;1.995;0.987;0.21;29.876
0.1815;0.0761;0.1199;0.3952;0.0293;0.1979;70;90;43;1;12.705;5.327;8.393;27.664;2.051;13.853
0.5406;0.1531;0;0.0164;0.1184;0.1716;70;140;57;1;37.842;10.717;0;1.148;8.288;12.012
0.5215;0.0862;0.1388;0.0241;0.0236;0.2058;50;100;30;2;26.075;4.31;6.94;1.205;1.18;10.29
0.395;0.1047;0;0.08;0.2556;0.1647;50;80;27;1;19.75;5.235;0;4;12.78;8.235
0.4102;0.0696;0.1261;0;0.0452;0.3489;70;90;36;2;28.714;4.872;8.827;0;3.164;24.423
0.2412;0.0655;0.3058;0.2791;0.0007;0.1077;160;70;27;1;38.592;10.48;48.928;44.656;0.112;17.232
